{52.52, 13.38}
{50.29, 8.94}
{49.49, 11.24}
{50.92, 12.81}
{51.39, 9.57}
{48.65, 8.9}
{48.64, 10.03}
{50.86, 8.54}
{50.54, 6.560}
{51.51, 9.89}
{47.82, 7.560}
{53.54, 9.67}
{49.25, 6.69}
{49.59, 9.36}
{47.73, 8.84}
{47.9, 8.17}
{50.30, 8.72}
{48.71, 13.02}
{51.99, 7.41}
{48.41, 9.78}
{54.04, 10.74}
{50., 8.}
{49.01, 9.14}
{53.51, 13.99}
{49.45, 8.68}
{48.97, 9.28}
{47.80, 10.92}
{48.14, 7.810}
{53.42, 7.98}
{52.38, 7.71}
{50.13, 9.88}
{54.34, 10.08}
{48.94, 8.58}
{49.12, 8.41}
{52.34, 10.66}
{53.79, 9.41}
{48.44, 12.93}
{49.99, 7.96}
{52.04, 9.26}
{51.37, 8.4}
{48.89, 9.52}
{48.03, 12.55}
{48.55, 8.96}
{52.42, 13.74}
{52.13,12.6}
{49.15, 9.28}
{49.16, 8.49}
{50.2, 8.85}
{48.18,11.32}
{49.2, 7.15}
{51., 6.}
{51.65, 10.48}
{51.59, 8.16}
{50.64,12.8}
{51.24, 7.520}
{49.52, 8.61}
{49.82, 10.98}
{50.67,12.51}
{53.38, 10.56}
{49.08, 10.32}
{52.32, 7.23}
{48.05, 7.86}
{48.58, 12.17}
{48.46,12.35}
{51.97, 7.29}
{52.07, 8.41}
{52.15, 8.05}
{52.53, 11.39}
{49.2,12.5}
{50.87, 7.75}
{48.69, 9.27}
{53.28, 7.75}
{51.5,8.09}
{49.47, 8.6}
{49.56, 8.83}
{47.59, 9.85}
{52.69, 13.18}
{50.97,11.89}
{50.81, 6.65}
{48.26, 11.55}
{49.67, 10.06}
{52.83, 8.15}
{54.11, 11.9}
{50.23, 11.93}
{49.35, 11.3}
{48.15, 12.18}
{54.80, 9.37}
{52.30, 13.02}
{52.32, 7.88}
{47.79, 12.1}
{50.51, 9.13}
{50.14, 9.02}
{52.6, 7.26}
{51.30, 12.06}
{51.84, 6.46}
{48.72, 11.5}
{48.30, 10.98}
{50.2, 11.78}
{49.33, 7.100}
{50.75, 13.07}
{50.44, 9.61}
{50.52, 8.4}
{48.58, 8.61}
{49.38, 10.18}
{48.77, 8.17}
{47.78, 9.28}
{51.30, 11.9}
{48.80, 9.68}
{51.62, 8.9}
{52.07, 11.83}
{49.45, 7.05}
{48.88, 9.63}
{52.24, 7.92}
{50.32, 9.45}
{47.79, 11.83}
{51.59, 14.}
{50.87, 13.07}
{52.53, 7.13}
{48.41, 8.01}
{48.08, 11.97}
{51.95, 10.56}
{48.2, 11.88}
{50.49, 9.69}
{50.9, 10.56}
{50.88, 13.32}
{48.55, 10.85}
{48.87, 8.2}
{51.77, 6.850}
{50.05,9.70}
{49.16, 9.06}
{49.81, 7.12}
{49.08,9.15}
{50.58, 7.07}
{52.52, 10.63}
{48.93, 12.05}
{54.11,13.03}
{50.14, 8.06}
{52.02, 10.13}
{48.62,12.21}
{49.65, 8.78}
{51.49, 8.44}
{48.69, 9.8}
{48.88, 9.07}
{48.5,9.68}
{53.74, 14.02}
{53.22, 7.8}
{53.39, 10.11}
{48.82,11.37}
{49.85, 9.6}
{48.57, 10.43}
{48.61,11.62}
{52.05, 9.38}
{48.05,11.54}
{53.87, 11.18}
{51.14, 9.41}
{51.77,7.95}
{48.49, 9.25}
{51.95, 9.25}
{51.80, 9.68}
{50.37, 8.01}
{49.43, 8.38}
{48.76, 8.55}
{54.18, 10.56}
{51.91, 11.76}
{48.37, 8.79}
{50.85, 7.48}
{48.19, 8.96}
{52.47, 9.22}
{51.87, 10.03}
{52.68, 13.05}
{50.71, 6.48}
{51.57, 8.33}
{51.69, 13.22}
{51., 13.73}
{49.34, 8.70}
{51.31, 14.81}
{53.38, 10.73}
{48.9, 9.39}
{54.52, 13.61}
{48.84, 8.56}
{49.36, 7.05}
{50.67, 13.33}
{50.6, 8.83}
{50.81, 8.29}
{53.13, 7.62}
{50.39, 7.5}
{52.05, 7.850}
{53.64, 14.}
{49.39, 8.3}
{50.11, 10.98}
{49.15, 9.12}
{48.17, 12.73}
{48.11, 11.43}
{49.99, 10.1}
{49.5, 10.79}
{52.58, 13.}
{53.45, 7.83}
{51.52, 13.4}
{50.88, 13.67}
{51.31667, 9.56667}
{52.99, 9.59}
{52.25,10.25}
{50.5, 8.61}
{48.87, 8.63}
{51.04, 14.22}
{50.09,8.47}
{48.73, 13.59}
{49.07, 8.8}
{48.69, 9.32}
{51.73, 7.53}
{51.85, 13.72}
{49.59, 7.15}
{52.95, 9.31}
{49.21, 12.09}
{49.6, 8.73}
{49.146944, 8.22}
{51.64, 6.2}
{52.07,9.61}
{52.34, 9.37}
{48.84, 9.36}
{47.74, 8.78}
{49.37, 8.59}
{52.37, 13.62}
{47.84, 8.53}
{52.25, 11.63}
{50.80, 7.86}
{48.15, 9.48}
{52.95, 13.62}
{48.89, 9.13}
{51.28, 9.3}
{50.63, 8.58}
{50.55, 8.98}
{50.93, 12.72}
{52.63, 9.98}
{51.42, 9.93}
{47.85, 8.76}
{51.02, 5.97}
{52.15, 8.14}
{49.57, 8.70}
{54.29, 9.66}
{49.28, 7.21}
{49.42, 11.87}
{49.81, 9.15}
{50.37, 8.74}
{50.62, 12.71}
{51.17, 13.57}
{52.25, 8.48}
{48.05, 9.33}
{53.65, 7.94}
{47.9, 11.85}
{50.67, 9.56}
{52.33, 10.4}
{50.30, 8.16}
{50.23, 8.18}
{48.9, 12.69}
{50.65, 8.70}
{52.05, 7.47}
{48.79, 9.93}
{51.18, 13.83}
{47.81, 10.21}
{49.83, 9.88}
{50.62, 9.03}
{48.81, 8.95}
{49.46, 10.86}
{49.02, 13.23}
{48.69, 9.75}
{47.87, 12.34}
{48.64, 8.75}
{48.63, 9.06}
{47.95, 11.1}
{52.2, 9.9}
{47.65, 7.75}
{47.82, 12.95}
{52.95, 12.39}
{50.22, 9.35}
{48., 11.18}
{49.59, 8.34}
{53.29, 10.45}
{50.04, 12.01}
{48.28, 13.02}
{50.17, 8.56}
{48.35, 10.77}
{51.75, 14.25}
{49.99, 7.91}
{49.4, 10.88}
{50., 9.18}
{47.41, 10.28}
{52.52, 7.72}
{48.22, 7.78}
{47.95, 9.63}
{49.81, 8.99}
{52.63, 13.33}
{48.66, 9.06}
{52.27, 9.13}
{50.25, 12.04}
{48.63, 9.23}
{48.97, 8.62}
{51.78, 14.07}
{54.67, 9.92}
{51.78, 6.020}
{52.33, 12.95}
{48.08, 10.88}
{47.86, 12.18}
{50.4, 8.82}
{52.4, 7.3}
{54.30, 10.88}
{53.30, 10.72}
{50.17, 9.22}
{47.97, 7.94}
{51.62, 13.57}
{48.68, 11.62}
{51.91, 8.73}
{54.41, 10.12}
{52.28, 13.43}
{50.41, 8.16}
{51.33, 12.6}
{48.55, 7.8}
{52.5, 6.966667}
{53.79, 9.76}
{52.36, 8.23}
{49.56, 8.06}
{50.44, 7.66}
{52.27, 10.07}
{52.97, 11.15}
{52.54, 12.35}
{52.316667, 13.633333}
{48.62, 9.53}
{48.68, 9.36}
{48.80, 9.6}
{49.4, 8.59}
{49.13, 8.53}
{49.33, 6.72}
{52.55, 11.95}
{49.71, 9.26}
{49.97, 8.66}
{49.27, 8.5}
{49.06, 8.52}
{47.68, 11.58}
{49.24, 9.33}
{51.63, 12.27}
{51.47, 10.05}
{53.38, 9.}
{51.77, 8.93}
{51.15, 12.08}
{50.29, 9.64}
{52.08, 7.48}
{49.75, 8.48}
{49.38, 6.78}
{51.57, 9.24}
{48.55, 9.22}
{51.93, 7.850}
{49.74, 9.01}
{49.51, 8.66}
{48.77, 8.73}
{53.22, 8.93}
{48.05, 8.2}
{52.13, 9.73}
{53.95, 10.21}
{52.85, 9.23}
{50.6, 8.38}
{52.25, 13.93}
{47.92, 11.27}
{49.78, 9.88}
{51.05, 12.3}
{52.22, 7.82}
{48.43, 10.4}
{52.6, 8.22}
{51.45, 11.8}
{53.5, 8.}
{48.07, 11.9}
{49.87, 10.23}
{53.77, 12.57}
{48.47, 7.8}
{48.88, 9.35}
{51.07, 5.98}
{51.27, 7.47}
{48.25, 12.57}
{50.24, 11.69}
{52.85, 7.68}
{50.62, 12.53}
{50.30, 8.57}
{52.12, 8.2}
{48.32, 8.92}
{50.97, 13.11}
{50.9, 8.71}
{48.55, 8.82}
{50.44, 8.36}
{53.24, 8.46}
{49.31, 12.84}
{50.34, 7.7}
{52.02, 10.44}
{49.89, 12.33}
{51.92, 9.15}
{48.54, 9.35}
{49.74, 8.6}
{52.2, 11.63}
{48.02, 11.73}
{52.22, 13.20}
{49.33, 10.8}
{50.48, 12.37}
{51.25, 8.17}
{51.47, 13.51}
{49.62, 6.95}
{52.1, 8.08}
{52.78, 8.43}
{54.38, 10.97}
{51.99, 9.11}
{51.30, 11.82}
{48.46, 10.1}
{50.35, 9.05}
{48.37, 11.38}
{48.43, 10.13}
{48.43, 9.26}
{52.83, 8.32}
{48.53, 7.88}
{49.29, 8.4}
{52.80, 12.77}
{47.85, 12.82}
{53.7, 10.12}
{48.2, 7.770}
{48.67, 8.92}
{51.18, 9.37}
{50.31, 8.79}
{54.37, 12.73}
{49.69, 11.63}
{48.13, 7.7}
{50.86, 9.11}
{51.75, 13.93}
{48.9, 8.58}
{50.80, 7.87}
{49.03, 8.6}
{49.72, 8.84}
{54., 10.76}
{49.03, 11.96}
{54.80, 8.83}
{50.73,6.600}
{48.68, 10.07}
{53.67, 10.28}
{50.73,8.87}
{51.82, 8.83}
{49.93, 10.95}
{54.92,8.31}
{47.67, 10.3}
{51.01, 14.57}
{51.93, 6.87}
{50.58, 11.82}
{51.22,12.32}
{49.2, 6.850}
{50.99, 14.27}
{51.86,12.04}
{49.69, 8.44}
{49.84, 9.16}
{50.27, 8.45}
{50.52,7.270}
{50.55, 12.3}
{53.1, 12.88}
{49.18,9.51}
{51.24, 9.59}
{51.08, 13.02}
{49.28, 8.74}
{48.73,8.97}
{49.92, 9.01}
{51.15, 12.63}
{49.42,7.57}
{48.55, 10.68}
{50.37, 12.46}
{48.07,9.95}
{48.59, 9.36}
{48.86, 13.39}
{49.84, 9.14}
{48.13,12.6}
{50.72, 6.37}
{53.09, 10.57}
{52.15, 7.98}
{51.28, 9.97}
{50.32,8.87}
{52.1, 8.3}
{53.6, 7.350}
{51.63, 9.03}
{50.75, 11.74}
{48.05, 11.70}
{53.69, 9.1}
{52.57, 13.73}
{50.42, 9.57}
{53.4, 8.02}
{48.78, 8.65}
{50.37, 7.28}
{49.91, 8.21}
{49.1, 11.44}
{48.05, 11.53}
{51.36, 11.1}
{51.6, 12.58}
{50.58, 9.53}
{51.62, 6.37}
{52.27, 13.53}
{52.1, 12.87}
{51.95, 9.8}
{48.05, 7.78}
{51.28, 12.6}
{48.33,11.75}
{47.78, 9.88}
{54.02, 10.58}
{50.4, 7.61}
{49.63, 8.76}
{49.96,9.21}
{52.03, 9.}
{49.80, 7.45}
{48.08, 11.83}
{50.89,11.85}
{48.63, 9.13}
{50.75, 8.5}
{49.93, 10.88}
{47.57, 8.05}
{48.23, 12.70}
{50.7, 12.58}
{48.82, 9.58}
{50.43, 6.65}
{51.65, 9.83}
{50.02, 8.17}
{49.05, 11.78}
{48.45, 9.12}
{52.18, 10.1}
{50.48, 6.43}
{49.36, 11.24}
{48.46, 9.94}
{49.55, 7.25}
{51., 6.42}
{51.52, 12.17}
{48.57, 9.45}
{49.2, 11.33}
{47.98, 9.12}
{50.2, 6.83}
{50.52, 8.02}
{51.95, 10.95}
{51.63, 9.93}
{49.08, 12.88}
{53.83, 10.48}
{51.67, 6.3}
{51.89, 12.43}
{48.02, 9.65}
{51.07, 9.93}
{49.2, 8.28}
{53.1, 11.09}
{52.37, 7.47}
{48.68, 10.9}
{52.4,12.78}
{52.12, 7.100}
{48.37, 10.32}
{47.77, 8.78}
{49.2,12.27}
{51.22, 12.62}
{50.78, 7.75}
{52.83, 10.08}
{49.09,8.18}
{51.35, 12.53}
{50.12, 8.5}
{52.48, 10.37}
{52.18,14.24}
{49.71, 8.33}
{51.43, 9.70}
{49.98,9.97}
{49.98, 9.09}
{48.97, 9.4}
{49., 9.29}
{52.2, 10.23}
{50.13,8.53}
{50.67, 8.72}
{49.06, 9.24}
{50.32, 11.70}
{49.47, 11.20}
{54.37, 10.20}
{49.56,11.34}
{50.78, 12.06}
{52.65, 9.83}
{50., 9.07}
{51.1, 12.97}
{48.52,9.12}
{50.58, 8.57}
{52.25, 9.97}
{47.65, 7.57}
{48.75,10.35}
{47.75, 11.85}
{50.52, 8.3}
{49.08, 12.19}
{51.83, 6.93}
{49.33,9.36}
{49.35, 12.38}
{50.65, 6.2}
{51.17, 13.68}
{50.2, 11.28}
{49.25,8.73}
{51.35, 9.38}
{50.374797, 11.779264}
{48.73, 8.82}
{51.78, 8.32}
{50.05, 10.32}
{51.87, 10.05}
{51.2, 8.72}
{48.78, 10.1}
{48.68, 8.18}
{51.42, 13.44}
{52.72, 14.13}
{51.67, 11.77}
{48.45, 8.5}
{53.95, 9.72}
{47.93, 12.3}
{47.72, 7.67}
{49.03, 9.32}
{52.7, 7.92}
{48.72, 9.47}
{48.7, 8.07}
{47.73, 9.25}
{51.6, 10.54}
{50.98,9.33}
{49.25, 11.24}
{47.93, 10.3}
{50.57, 12.37}
{50.5,6.63}
{49.67, 8.02}
{50.42, 8.03}
{47.6, 9.6}
{52.55,7.93}
{47.88, 8.35}
{47.80, 10.28}
{50.25,10.18}
{50.07, 10.18}
{52.2, 7.32}
{52.1, 7.23}
{51.2, 13.75}
{53.85,11.97}
{49.45, 7.55}
{48.18, 11.65}
{48.68, 9.73}
{53.55,10.17}
{53.74, 12.76}
{50.73, 9.}
{47.58, 10.55}
{52.63,13.73}
{50.88, 10.}
{48.67, 8.93}
{48.80, 9.48}
{52.12, 9.55}
{50.42, 7.45}
{48.32, 7.9}
{51.58, 13.25}
{50.27, 10.}
{47.92, 8.48}
{48.1, 11.47}
{52.42, 13.82}
{51.05, 12.55}
{49.16, 8.29}
{49.44, 8.49}
{49.28, 10.78}
{48.53, 13.32}
{51.4, 6.33}
{49.11, 7.99}
{51.72, 11.23}
{47.75, 8.22}
{49.83, 10.98}
{50.43, 9.20}
{53.38, 8.38}
{49.98, 7.51}
{48.55,10.37}
{54.15, 10.97}
{49.92, 11.65}
{48.83, 8.58}
{47.43,11.25}
{49.88, 8.35}
{48.77, 9.38}
{52.87,7.93}
{52.33, 7.53}
{49.86, 9.96}
{48.78, 13.05}
{48.83,8.9}
{49.23, 10.52}
{53.18, 8.98}
{51.42, 9.4}
{49.63,12.33}
{47.9, 12.3}
{54.77, 8.98}
{49.38, 7.43}
{49.03, 8.75}
{48.48, 10.85}
{48.7,12.03}
{52.45, 13.77}
{54.28, 10.23}
{49.48,8.56}
{52.55, 12.95}
{53.78, 8.6}
{48.83,8.25}
{53.62, 10.4}
{47.63, 13.}
{51.1, 9.35}
{49.85,8.12}
{50.58, 8.63}
{48.1, 8.70}
{54.18,10.02}
{48.57, 12.63}
{49.48, 9.91}
{48.18, 9.78}
{48.1,11.4}
{52.97, 9.02}
{53., 7.95}
{52.52, 9.07}
{47.6, 9.55}
{54.08,9.08}
{49.16, 8.58}
{52.37, 13.58}
{51.18,7.75}
{49.27, 8.70}
{51.2, 9.07}
{50.77, 9.8}
{52.33,7.350}
{51.52, 13.88}
{50.87, 9.33}
{50.22,6.67}
{49.04, 9.09}
{50.74, 12.75}
{53.18, 7.270}
{49.09,9.27}
{50.78, 12.87}
{51.05, 14.41}
{49.11,9.13}
{50.9, 11.28}
{52.08, 10.15}
{50.98, 8.27}
{48.87, 9.03}
{49.53, 11.16}
{49.23, 7.63}
{48.68, 12.20}
{51.68, 10.1}
{48.80, 8.43}
{49.98, 9.06}
{47.65, 12.95}
{52.82, 12.08}
{49.82, 12.15}
{49.18, 12.86}
{51.74, 12.45}
{48.67, 11.47}
{49.22, 12.09}
{49.30, 11.12}
{48.88, 10.}
{47.65, 8.4}
{50.53, 12.42}
{52.5, 14.13}
{50.08, 10.22}
{49.6,9.45}
{48.97, 12.17}
{48.73,10.12}
{49.28, 9.16}
{49.82, 9.03}
{51.7,9.87}
{47.62, 8.3}
{49.52, 7.13}
{51.05, 13.3}
{50.80, 11.58}
{49.96, 8.65}
{49.28, 6.8}
{49.31, 11.36}
{50.47, 7.73}
{50.68, 11.27}
{52.68,13.28}
{51.07, 13.18}
{50.17, 9.1}
{50.01, 12.3}
{50.7,12.86}
{52.77, 13.03}
{50.87, 6.37}
{51.87, 9.97}
{49.1, 10.98}
{48.58, 8.02}
{47.6, 8.13}
{50.08, 8.98}
{51.2, 9.38}
{48.38, 11.25}
{51.27, 9.78}
{47.55, 10.03}
{52.43, 10.98}
{49.73, 8.70}
{54.15, 11.75}
{53.42, 7.18}
{48.85, 9.72}
{53.30, 9.97}
{48.92,9.48}
{47.78, 12.02}
{47.82, 9.65}
{53.68, 13.55}
{49.43, 8.42}
{50.38,8.2}
{48.77, 9.82}
{51.42, 9.5}
{49.48, 10.68}
{50.62, 8.3}
{49.48, 9.64}
{48.95, 8.92}
{50.77, 7.95}
{48.83, 12.13}
{49.98, 11.61}
{51.98, 13.}
{49.58, 8.2}
{49.74, 8.77}
{52.55,7.88}
{48.55, 13.23}
{49.88, 8.16}
{54.25, 10.07}
{51.15,14.02}
{53.17, 8.62}
{49.98, 11.03}
{48.35,10.17}
{49.38, 12.70}
{50.30, 9.8}
{52.37, 13.33}
{52.9, 10.17}
{48.18, 8.07}
{48.52, 8.57}
{49.44, 8.31}
{49.15, 7.2}
{51.80, 10.03}
{48.37, 9.73}
{52.18, 7.63}
{53.80, 8.9}
{52.9,9.65}
{49.30, 8.56}
{53.48, 12.43}
{50.08, 9.}
{48.25, 11.37}
{48.45, 7.88}
{49.95,12.24}
{49.66, 11.03}
{49.2, 7.97}
{47.72, 9.07}
{53.18, 8.38}
{48.80952, 13.54768}
{49.05, 11.36}
{48.03, 11.20}
{49.94, 8.32}
{48.77, 11.62}
{50.67, 7.42}
{52.55, 8.58}
{50.85, 8.8}
{48.38, 9.18}
{50.30, 10.48}
{50.7, 12.43}
{49.91, 9.16}
{47.92, 7.75}
{50.88, 8.47}
{50.87, 13.17}
{48.53, 12.68}
{49.48, 7.9}
{48.93, 9.5}
{49.49, 8.29}
{48.95, 9.883333}
{51.32, 7.62}
{52.80, 11.75}
{47.57, 8.03}
{51.80,9.12}
{49.31, 11.07}
{51.4,9.12}
{51.2, 12.38}
{49.80, 10.18}
{50.32, 12.32}
{47.62, 12.18}
{51.31, 12.02}
{49.23, 9.16}
{47.9, 12.08}
{49.1, 8.27}
{50.83, 8.67}
{49.72, 11.91}
{52.85, 7.520}
{50.13, 11.25}
{47.82,12.37}
{48.17, 11.72}
{49.73,8.62}
{53.15, 11.75}
{53.25, 10.35}
{53.65,7.600}
{49., 8.81}
{47.82, 8.35}
{48.35,7.770}
{53.38, 11.58}
{51.17, 12.92}
{49.86,8.37}
{48.33, 8.42}
{51.30, 13.4}
{49.87, 10.83}
{50.17, 11.12}
{51.15, 9.07}
{52.62, 6.850}
{50.73, 12.92}
{49.08, 9.46}
{49., 12.03}
{52.08, 8.02}
{47.95, 9.38}
{49.65, 7.18}
{50.35, 8.87}
{52.03, 7.100}
{52.1, 9.93}
{48.6, 10.55}
{49.57, 8.97}
{51.58, 9.75}
{49.78, 11.18}
{48.25, 9.22}
{47.93, 12.02}
{50.85, 11.35}
{48.43, 10.20}
{48.73,12.75}
{52.78, 7.850}
{51.37, 9.32}
{51.37, 12.63}
{49.30,6.78}
{49.92, 7.07}
{48.18, 9.12}
{50.1, 11.38}
{53.13,10.48}
{51.47, 6.47}
{52.13, 11.95}
{52.08, 7.32}
{54.4,9.98}
{49.29, 8.12}
{49.19, 11.02}
{50.85, 11.73}
{52.72,13.20}
{48.4, 10.44}
{49.17, 8.42}
{50.7, 9.72}
{48.83,12.38}
{48.38, 12.35}
{52.35, 10.43}
{48.57, 12.82}
{48.37, 13.32}
{48.62,13.48}
{48.07, 10.63}
{47.95, 12.93}
{49.9, 10.35}
{47.67, 8.37}
{53.18, 13.15}
{48.35,10.58}
{51.05, 12.8}
{48.97, 8.70}
{50.35,8.2}
{50.30, 7.32}
{50.55, 8.78}
{52.25,13.65}
{50.78, 12.72}
{49.30, 8.52}
{48.22, 10.07}
{48.30, 9.25}
{47.7, 10.32}
{50.65, 8.33}
{48.72, 8.9}
{48.63, 12.85}
{48.77, 12.23}
{48.28, 8.72}
{49.1, 9.21}
{49.82, 6.75}
{50.88, 10.37}
{48.72, 9.38}
{48.4, 8.45}
{48.73, 8.05}
{48.43, 12.57}
{50.35, 9.3}
{47.58, 9.93}
{52.88, 12.47}
{51.45, 13.5}
{48.88, 8.97}
{49.36, 8.78}
{49.98, 10.55}
{51.30, 8.62}
{49.42, 9.4}
{51.48, 13.87}
{53.55,8.34}
{49.78, 8.47}
{52.58, 8.12}
{48.88, 8.85}
{50.2,11.03}
{51.4, 13.33}
{48.37, 12.25}
{53.68, 13.25}
{52.47,12.85}
{49.83, 10.75}
{49.16, 11.72}
{50.5, 8.5}
{47.85, 10.42}
{51.12, 9.67}
{48.80, 10.03}
{49.9, 9.82}
{50.52,12.6}
{49.45, 11.31}
{48.82, 9.8}
{49.52, 7.100}
{52.15,7.2}
{49.61, 11.8}
{47.73, 11.87}
{49.77,11.06}
{54.17, 9.86}
{52.13, 7.75}
{49.83, 8.92}
{51.93, 8.13}
{50.9,14.68}
{53.73, 10.08}
{49.97, 8.03}
{50.42,9.62}
{54.42, 9.52}
{47.97, 11.65}
{50.58, 9.83}
{54.33,10.23}
{52.82, 8.12}
{53.02, 13.15}
{50.33, 8.42}
{49.55, 6.82}
{47.77,12.65}
{48.67, 8.1}
{52.53, 10.15}
{52.07, 7.350}
{48.33,11.48}
{47.78, 12.45}
{48.58, 13.67}
{48.58, 11.1}
{48.17, 10.8}
{50.82, 7.95}
{48.47, 12.25}
{49.78, 9.99}
{50.02, 10.28}
{48.18, 9.97}
{51.1, 14.4}
{48.7, 10.23}
{47.93, 12.73}
{48.65, 9.28}
{50.97, 10.07}
{53.52,13.75}
{53.08, 10.}
{54.30, 9.6}
{48.6, 9.23}
{50.25,8.07}
{50.28, 8.77}
{49.78, 9.19}
{49.52,10.88}
{49.21, 9.58}
{48.4, 10.6}
{48.87, 8.28}
{52.32,9.35}
{51.87, 10.68}
{49.6, 6.55}
{51.65, 14.22}
{48.97,9.20}
{49.39, 12.14}
{49.53, 10.25}
{48.35, 8.5}
{50.33, 11.15}
{50.97, 14.62}
{49.51,8.29}
{53.97, 9.62}
{50.1, 8.1}
{48.17, 12.18}
{50.7, 7.65}
{49.62, 10.83}
{47.7, 7.850}
{51.05, 12.72}
{49.88, 11.78}
{48.55,9.37}
{51.43, 10.58}
{48.7, 12.65}
{47.93, 8.45}
{48.37, 12.5}
{51.68, 11.27}
{48.87, 9.47}
{51.2, 8.93}
{52.43, 10.58}
{49.55, 11.95}
{51.08, 13.53}
{50.45, 9.95}
{51.38, 14.25}
{50.2, 8.07}
{49.2, 8.18}
{48.95, 8.62}
{50.83, 8.32}
{51.58, 10.65}
{48.97, 9.27}
{48.07, 12.77}
{54.77, 9.33}
{53.45,12.03}
{49.91, 11.01}
{53.28, 11.57}
{49.07,8.99}
{49.68, 8.55}
{50.95, 13.87}
{49.38, 9.19}
{48.13,8.42}
{47.92, 8.63}
{49.55, 10.72}
{51.37,11.3}
{49.04, 9.32}
{49.61, 8.65}
{48.27, 12.42}
{50.97,13.28}
{48.18, 11.28}
{48.12, 8.6}
{52.37, 13.61}
{49.04, 11.58}
{49.17, 9.92}
{47.75, 11.73}
{53.30, 10.38}
{49.45, 12.18}
{48.28, 10.47}
{49.05, 10.6}
{51.45, 9.42}
{48.17,8.58}
{48.08, 11.75}
{52.93, 8.38}
{48.13, 8.53}
{49.25, 10.82}
{51.38,14.4}
{48.92, 8.67}
{50.43, 10.32}
{53.12, 9.23}
{48.67,9.12}
{49.95, 7.12}
{52.83, 9.}
{48.22, 8.5}
{51.05, 14.08}
{49.35, 9.98}
{48.92, 8.25}
{49.92, 10.83}
{47.67, 9.37}
{54.32, 10.22}
{49.73, 12.17}
{48.4, 11.35}
{48.5, 8.57}
{51.30, 11.43}
{50.55,8.37}
{50.37,8.70}
{50.57, 7.28}
{52.72, 8.5}
{50.75, 12.85}
{51.13,10.23}
{50.55, 7.67}
{50.57, 8.17}
{48.67, 13.48}
{47.95,7.75}
{48.28, 8.82}
{51.97, 9.52}
{54.83, 9.55}
{48.4, 11.47}
{49.24,9.25}
{48.05, 7.65}
{50.52, 8.12}
{49.97,9.27}
{53.33, 8.23}
{53.7, 7.15}
{47.67, 9.93}
{53.82, 13.58}
{47.88, 7.67}
{51.17, 12.57}
{51.28, 12.95}
{50.4, 8.9}
{48.88, 10.18}
{50.07, 12.20}
{48.30, 8.22}
{50.77, 13.77}
{53.45, 12.27}
{52.87, 7.32}
{49.34, 9.23}
{47.93, 8.73}
{53.93, 12.35}
{48.08, 11.72}
{53.98, 11.9}
{53.62,7.270}
{54.88, 8.35}
{48.4, 8.97}
{49.95, 8.85}
{48.95,9.4}
{53.7, 11.12}
{50.9, 9.77}
{50.4, 7.4}
{51.9, 9.65}
{48.6, 8.12}
{48.52, 8.83}
{50.57, 12.65}
{48.28, 8.17}
{49.30, 9.66}
{50.02, 10.6}
{52.62, 10.25}
{52.43, 11.8}
{53.65,9.73}
{49.33, 12.4}
{49.77, 10.63}
{49.87, 9.17}
{50.68,12.97}
{48.6, 10.72}
{52.73, 8.18}
{49.32, 8.39}
{48.53,8.65}
{49.4, 7.37}
{50.68, 10.93}
{49.54, 12.15}
{50.27, 11.93}
{49.23, 9.69}
{51.27, 9.68}
{52.13, 10.78}
{48.73, 9.38}
{48.9, 10.1}
{48.6, 13.78}
{50.65, 7.83}
{52.52, 14.38}
{50.65, 7.95}
{51.03, 8.67}
{47.97, 11.3}
{51.2, 13.3}
{52.22, 10.65}
{50.45, 8.17}
{50.32, 12.27}
{53.35, 8.4}
{47.53, 10.27}
{48.72, 12.45}
{50.07, 10.95}
{50.52, 7.310}
{50.7, 12.35}
{49.48, 10.65}
{50.88, 14.77}
{50.42, 10.92}
{49.65, 6.95}
{53.03, 9.72}
{49.30, 8.92}
{48.97, 11.68}
{51.18, 11.23}
{48.63, 9.8}
{51.87, 13.43}
{49.81, 8.47}
{50.73, 8.63}
{49.1, 11.81}
{53.75, 9.92}
{50.05, 8.15}
{49.67, 9.52}
{47.73, 12.1}
{48.6, 9.72}
{49.4, 10.68}
{48.08, 7.68}
{52.53, 10.37}
{49.1, 12.25}
{50.25, 8.33}
{50.52, 10.75}
{51.35, 14.95}
{50.57, 7.98}
{54.30, 10.6}
{48.87, 10.71}
{49.30, 11.29}
{48.98, 12.07}
{51.37, 14.07}
{49.49, 9.82}
{50.45,8.78}
{49.30, 10.42}
{49.08, 9.56}
{48.9, 11.93}
{48.55, 11.75}
{50.85, 12.63}
{48.08, 12.57}
{48.77, 10.67}
{51.02, 8.65}
{52.77, 13.63}
{50.7, 10.57}
{48.55, 10.28}
{50.98, 13.58}
{48.65, 8.08}
{48.53, 9.15}
{51.77, 10.8}
{48.33, 11.3}
{49.22, 8.63}
{50.43, 12.73}
{48.15, 11.73}
{48.1, 9.47}
{48.13, 11.03}
{50.95, 13.35}
{49.49, 12.18}
{48.62,9.45}
{54.67, 9.4}
{47.72, 11.95}
{47.7, 9.27}
{51.58, 9.42}
{48.68, 9.93}
{49.25, 10.97}
{47.77, 11.67}
{51.23, 9.32}
{50.80, 9.6}
{51.27, 12.5}
{48.65, 8.70}
{51.5, 12.8}
{48.73, 9.45}
{51.47, 8.97}
